customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,Multiple lines ,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges, Total charges ,Churn,Tenure_Group,Monthly_Charges_Group
8992-VONJD,Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,728.0,No,13–24 months,30–60
0867-MKZVY,Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1648.0,Yes,13–24 months,60–90
4482-EWFMI,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,139.4,No,0–12 months,60–90
4648-YPBTM,Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer,73.9,3916.7,No,49–60 months,60–90
2907-ILJBN,Female,0,Yes,Yes,11,Yes,No,No,No,No,No,No,No,Yes,One year,No,Mailed check,20.6,226.6,No,0–12 months,Below 30
6345-FZOQH,Male,0,Yes,No,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.9,1373.1,No,61+ months,Below 30
3376-BMGFE,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,70.9,283.6,Yes,0–12 months,60–90
5997-OPVFA,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,89.05,6411.6,No,61+ months,60–90
3445-HXXGF,Male,1,Yes,No,58,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2627.4,Yes,49–60 months,30–60
1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,20.4,326.4,No,13–24 months,Below 30
7654-YWJUF,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer,84.25,3622.75,No,25–48 months,60–90
1875-QIVME,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.4,208.8,Yes,0–12 months,Above 90
6727-IOTLZ,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1147.3,No,13–24 months,60–90
0691-JVSYA,Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer,94.85,5027.05,Yes,49–60 months,Above 90
5918-VUKWP,Female,0,No,No,32,Yes,No,No,No,No,No,No,No,Yes,One year,No,Bank transfer,20.55,657.6,No,25–48 months,Below 30
1744-JHKYS,Female,0,Yes,No,34,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.7,839.8,No,25–48 months,Below 30
2656-FMOKZ,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1116.75,Yes,13–24 months,60–90
2070-FNEXE,Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,76.45,535.15,Yes,0–12 months,60–90
5947-SGKCL,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,105.35,1580.25,No,13–24 months,Above 90
3712-PKXZA,Male,0,Yes,No,61,Yes,No,No,No,No,No,No,No,Yes,One year,Yes,Credit card,20.55,1253.55,No,61+ months,Below 30
6317-YPKDH,Female,0,No,No,1,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer,29.95,29.95,Yes,0–12 months,Below 30
6582-OIVSP,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,No,0–12 months,30–60
9367-WXLCH,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer,84.5,676.0,Yes,0–12 months,60–90
5524-KHNJP,Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card,74.75,2466.75,No,25–48 months,60–90
1918-ZBFQJ,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,1030.25,Yes,13–24 months,60–90
1024-GUALD,Female,0,Yes,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,Yes,0–12 months,Below 30
4827-USJHP,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1036.0,No,13–24 months,30–60
8167-GJLRN,Male,0,No,No,3,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,91.2,No,0–12 months,30–60
0956-SYCWG,Female,0,No,No,13,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,19.65,255.45,No,13–24 months,Below 30
8017-UVSZU,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card,56.6,2264.0,No,25–48 months,30–60
7100-FQPRV,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card,71.9,3091.7,No,25–48 months,60–90
2472-OVKUP,Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,546.0,Yes,0–12 months,Above 90
2984-RGEYA,Female,0,Yes,Yes,69,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Bank transfer,19.75,1362.75,No,61+ months,Below 30
9680-NIAUV,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card,109.7,7898.4,No,61+ months,Above 90
2146-EGVDT,Male,0,Yes,Yes,59,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card,19.3,1138.7,No,49–60 months,Below 30
2604-IJPDU,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1931.0,No,13–24 months,Above 90
9178-JHUVJ,Male,0,Yes,Yes,24,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer,24.1,578.4,No,13–24 months,Below 30
6168-YBYNP,Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,111.35,6569.65,No,49–60 months,Above 90
7255-SSFBC,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer,112.25,8082.0,No,61+ months,Above 90
3645-DEYGF,Male,0,No,Yes,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,20.75,20.75,No,0–12 months,Below 30
9323-HGFWY,Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card,101.9,2751.3,No,25–48 months,Above 90
8544-GOQSH,Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,80.05,1120.7,No,13–24 months,60–90
3363-DTIVD,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,105.55,7494.05,No,61+ months,Above 90
7018-WBJNK,Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,78.3,1017.9,No,13–24 months,60–90
9142-KZXOP,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card,68.85,3029.4,No,25–48 months,60–90
7674-YTAFD,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer,79.95,2638.35,No,25–48 months,60–90
6348-SNFUS,Male,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,55.45,3992.4,No,61+ months,30–60
1285-OKIPP,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,0–12 months,60–90
7825-ECJRF,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,2025.4,Yes,13–24 months,Above 90
1347-KTTTA,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card,102.45,6556.8,No,61+ months,Above 90
7841-TZDMQ,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,46.0,92.0,Yes,0–12 months,30–60
4195-NZGTA,Female,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,No,0–12 months,Below 30
7157-SMCFK,Male,0,No,Yes,61,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.75,1204.75,No,61+ months,Below 30
4709-LKHYG,Female,0,Yes,Yes,29,Yes,No,No,No,No,No,No,No,No,One year,No,Electronic check,20.0,580.0,No,25–48 months,Below 30
2504-DSHIH,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,86.8,1996.4,No,13–24 months,60–90
0699-NDKJM,Female,0,Yes,No,57,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,58.75,3348.75,No,49–60 months,30–60
9286-BHDQG,Male,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card,45.25,3258.0,No,61+ months,30–60
0230-WEQUW,Male,0,Yes,No,66,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,56.6,3735.6,No,61+ months,30–60
2040-LDIWQ,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer,84.2,5473.0,No,61+ months,60–90
6496-JDSSB,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,80.0,640.0,No,0–12 months,60–90
9408-SSNVZ,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,280.6,Yes,0–12 months,60–90
4443-EMBNA,Female,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer,24.75,1757.25,No,61+ months,Below 30
6469-MRVET,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,20.2,20.2,No,0–12 months,Below 30
0742-MOABM,Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,200.2,Yes,0–12 months,30–60
5961-VUSRV,Female,0,No,No,12,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer,19.35,232.2,No,0–12 months,Below 30
6778-JFCMK,Male,0,No,No,24,No,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,50.6,1214.4,No,13–24 months,30–60
6341-JVQGF,Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,2515.65,No,25–48 months,60–90
2232-DMLXU,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,55.2,55.2,Yes,0–12 months,30–60
4811-JBUVU,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,89.9,2697.0,No,25–48 months,60–90
0945-TSONX,Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card,85.3,4009.1,No,25–48 months,60–90
2651-ZCBXV,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card,108.0,5832.0,No,49–60 months,Above 90
3316-UWXUY,Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,93.5,4675.0,No,49–60 months,Above 90
8937-RDTHP,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,84.6,Yes,0–12 months,60–90
7083-MIOPC,Female,0,No,No,72,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Credit card,20.25,1458.0,No,61+ months,Below 30
1984-GPTEH,Female,0,No,No,29,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.15,729.35,No,25–48 months,Below 30
1251-KRREG,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,108.8,Yes,0–12 months,30–60
0621-JFHOL,Female,0,No,No,10,No,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,296.0,No,0–12 months,Below 30
9903-LYSAB,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1316.7,No,13–24 months,60–90
0094-OIFMO,Female,1,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.0,1045.0,Yes,0–12 months,Above 90
9227-UAQFT,Male,0,No,No,16,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.75,316.0,No,13–24 months,Below 30
7301-ABVAD,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer,86.6,6235.2,No,61+ months,60–90
6614-FHDBO,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,109.2,7862.4,No,61+ months,Above 90
7576-ASEJU,Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card,74.7,3062.7,No,25–48 months,60–90
9058-HRZSV,Female,1,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4,6136.0,No,61+ months,Above 90
4522-AKYLR,Female,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,54.8,712.4,No,13–24 months,30–60
0221-WMXNQ,Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,301.4,No,0–12 months,60–90
0303-UNCIP,Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,65.0,2665.0,No,25–48 months,60–90
9947-OTFQU,Male,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.4,1116.0,Yes,13–24 months,60–90
0322-YINQP,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,Yes,0–12 months,30–60
0959-WHOKV,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,99.0,4158.0,No,25–48 months,Above 90
4075-JFPGR,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.5,4768.5,No,49–60 months,Above 90
4629-NRXKX,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,140.8,Yes,0–12 months,60–90
9514-JDSKI,Male,1,Yes,No,1,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,40.2,Yes,0–12 months,30–60
3282-ZISZV,Male,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card,83.7,2678.4,No,25–48 months,60–90
3675-YDUPJ,Male,0,No,No,10,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,19.85,198.5,No,0–12 months,Below 30
4111-BNXIF,Female,0,Yes,Yes,67,No,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,59.55,3989.85,No,61+ months,30–60
7017-VFHAY,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card,115.1,7021.1,No,61+ months,Above 90
6655-LHBYW,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card,114.35,5717.5,No,49–60 months,Above 90
4959-JOSRX,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,44.6,89.2,Yes,0–12 months,30–60
5046-NUHWD,Female,1,Yes,No,29,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,45.0,1305.0,No,25–48 months,30–60
7273-TEFQD,Male,1,No,No,3,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,123.45,Yes,0–12 months,30–60
3606-TWKGI,Male,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,1389.7,Yes,13–24 months,Above 90
7529-ZDFXI,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,5121.45,No,49–60 months,60–90
7605-BDWDC,Female,0,No,No,31,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,49.85,1545.35,No,25–48 months,30–60
1950-KSVVJ,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.3,5098.5,No,25–48 months,Above 90
0123-CRBRT,Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,5374.1,No,61+ months,60–90
6292-TOSSS,Male,0,No,No,50,Yes,Yes,No,No,No,No,No,No,Yes,Two year,No,Bank transfer,24.9,1245.0,No,49–60 months,Below 30
3197-ARFOY,Female,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,105.0,1995.0,No,13–24 months,Above 90
6323-AYBRX,Male,0,No,No,59,Yes,No,No,No,No,No,No,No,Yes,Two year,No,Mailed check,19.35,1141.65,Yes,49–60 months,Below 30
7014-ZZXAW,Female,0,Yes,No,71,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card,24.25,1721.75,No,61+ months,Below 30
4385-GZQXV,Female,1,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.45,1511.2,Yes,13–24 months,Above 90
7633-MVPUY,Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,59.75,3405.75,No,49–60 months,30–60
6366-ZGQGL,Male,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer,24.8,24.8,Yes,0–12 months,Below 30
4716-HHKQH,Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,107.05,2141.0,No,13–24 months,Above 90
5940-AHUHD,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,70.6,70.6,Yes,0–12 months,60–90
6432-TWQLB,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.4,427.0,Yes,0–12 months,60–90
4484-GLZOU,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,105.05,5462.6,Yes,49–60 months,Above 90
3179-GBRWV,Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,64.95,1363.95,No,13–24 months,60–90
8645-KWHJO,Male,0,No,No,14,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,770.0,No,13–24 months,30–60
4130-MZLCC,Female,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,50.55,252.75,No,0–12 months,30–60
0314-TKOSI,Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.15,330.9,No,0–12 months,30–60
8229-MYEJZ,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.2,512.0,No,0–12 months,30–60
2080-SRCDE,Female,0,No,Yes,1,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.4,25.4,No,0–12 months,Below 30
9577-WJVCQ,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45,3702.6,No,61+ months,30–60
9512-UIBFX,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,95.15,1712.7,Yes,13–24 months,Above 90
6202-DYYFX,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card,76.0,1672.0,No,13–24 months,60–90
3808-HFKDE,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.35,887.0,No,13–24 months,30–60
5583-SXDAG,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.0,70.0,Yes,0–12 months,60–90
3488-PGMQJ,Male,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,596.0,Yes,0–12 months,60–90
3580-REOAC,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card,44.85,448.5,Yes,0–12 months,30–60
7534-BFESC,Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1826.4,Yes,13–24 months,60–90
3727-OWVYD,Male,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,61.2,2142.0,No,25–48 months,60–90
2294-SALNE,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,86.8,1996.4,No,13–24 months,60–90
4847-TAJYI,Female,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.35,536.1,No,0–12 months,60–90
1563-IWQEX,Female,0,No,No,12,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,19.7,236.4,No,0–12 months,Below 30
8203-XJZRC,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,20.25,No,0–12 months,Below 30
6556-DBKZF,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,76.05,5399.55,No,61+ months,60–90
6851-WEFYX,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.8,3528.0,No,25–48 months,Above 90
2985-JUUBZ,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.55,2982.0,No,25–48 months,60–90
6390-DSAZX,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.6,73.6,Yes,0–12 months,60–90
0895-LMRSF,Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer,64.9,1492.7,No,13–24 months,60–90
8098-LLAZX,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,381.8,Yes,0–12 months,Above 90
8266-VBFQL,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4,361.6,No,0–12 months,Above 90
8181-YHCMF,Female,0,Yes,Yes,68,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card,60.3,4100.4,No,61+ months,60–90
2240-HSJQD,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,81.85,3110.3,No,25–48 months,60–90
1248-DYXUB,Male,0,Yes,Yes,52,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.8,1289.6,No,49–60 months,Below 30
0265-EDXBD,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2396.8,Yes,25–48 months,60–90
4115-BNPJY,Male,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,75.55,2190.95,No,25–48 months,60–90
3167-SNQPL,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,3843.7,No,25–48 months,Above 90
4091-TVOCN,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card,78.75,3780.0,No,25–48 months,60–90
1098-TDVUQ,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,19.25,19.25,No,0–12 months,Below 30
7277-OZCGZ,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,89.05,1959.1,No,13–24 months,60–90
1557-EMYVT,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card,115.05,4947.15,No,25–48 months,Above 90
2799-ARNLO,Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.35,346.75,No,0–12 months,60–90
7563-BIUPC,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6,403.0,Yes,0–12 months,60–90
5027-YOCXN,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card,110.05,5612.55,No,49–60 months,Above 90
3973-SKMLN,Male,0,No,No,71,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Credit card,19.9,1412.9,No,61+ months,Below 30
2321-OMBXY,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card,80.3,3051.4,Yes,25–48 months,60–90
2840-XANRC,Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.15,2235.6,Yes,13–24 months,Above 90
6745-JEFZB,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,91.5,3202.5,No,25–48 months,Above 90
5020-ZSTTY,Female,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer,82.45,4452.3,Yes,49–60 months,60–90
9880-TDQAC,Female,0,Yes,Yes,72,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60.0,4320.0,No,61+ months,60–90
